"cp","minsplit","minbucket","maxdepth","accuracy","kappa","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied","specificity"
0.01,80,30,5,0.666196741854637,0.300806258898653,0.647819911067194,0.621180254192139,0.535507246376812,0.567975320109466,0.760132575757576
0.02,80,30,5,0.67155388471178,0.308911285469825,0.651047842555995,0.629782404729773,0.526811594202899,0.569393759825779,0.775284090909091
5e-04,80,40,5,0.657174185463659,0.298016437596049,0.650304677206851,0.585714946552918,0.607427536231884,0.59250012562033,0.693181818181818
0.001,80,40,5,0.657174185463659,0.298016437596049,0.650304677206851,0.585714946552918,0.607427536231884,0.59250012562033,0.693181818181818
0.002,80,40,5,0.657174185463659,0.298016437596049,0.650304677206851,0.585714946552918,0.607427536231884,0.59250012562033,0.693181818181818
0.005,80,40,5,0.6625,0.301406025145046,0.649851778656127,0.605061960720904,0.573188405797102,0.582898605459581,0.726515151515152
0.01,80,40,5,0.65905388471178,0.288104645995427,0.642090744400527,0.60729136530325,0.539673913043478,0.564403891538038,0.744507575757576
0.02,80,40,5,0.667982456140351,0.302810549759581,0.648443675889328,0.621196546143915,0.530978260869565,0.568358563138408,0.765909090909091
5e-04,30,10,6,0.667794486215539,0.318553676399893,0.659502635046113,0.61175266778715,0.611050724637681,0.6004566485312,0.707954545454546
0.001,30,10,6,0.667794486215539,0.318553676399893,0.659502635046113,0.61175266778715,0.611050724637681,0.6004566485312,0.707954545454546
0.002,30,10,6,0.667794486215539,0.318553676399893,0.659502635046113,0.61175266778715,0.611050724637681,0.6004566485312,0.707954545454546
0.005,30,10,6,0.692763157894737,0.362998644724482,0.679811017786561,0.649357839858689,0.602898550724638,0.619026699297136,0.756723484848485
0.01,30,10,6,0.706986215538847,0.394390424196557,0.696590909090909,0.659079750543986,0.633333333333333,0.640214074855663,0.759848484848485
0.02,30,10,6,0.68734335839599,0.351950723793202,0.675360260210804,0.63264980757229,0.602898550724638,0.611951048570042,0.74782196969697
5e-04,40,10,6,0.676629072681704,0.337228996931334,0.66890027997365,0.619388869388869,0.620471014492754,0.612460199063288,0.717329545454546
0.001,40,10,6,0.676629072681704,0.337228996931334,0.66890027997365,0.619388869388869,0.620471014492754,0.612460199063288,0.717329545454546
0.002,40,10,6,0.681986215538847,0.347558966272646,0.673445734519104,0.632722202722203,0.620471014492754,0.617081508434276,0.726420454545455
0.005,40,10,6,0.69624060150376,0.369775976235242,0.683590662055336,0.650391426790445,0.607427536231884,0.622140130423518,0.759753787878788
0.01,40,10,6,0.708709273182957,0.397485217686492,0.698015480895916,0.662033354910634,0.633152173913043,0.641307090940396,0.762878787878788
0.02,40,10,6,0.68734335839599,0.351950723793202,0.675360260210804,0.63264980757229,0.602898550724638,0.611951048570042,0.74782196969697
5e-04,60,10,6,0.653508771929825,0.286669925827248,0.642615694993412,0.593547619047619,0.576992753623188,0.579538865138585,0.708238636363636
0.001,60,10,6,0.653508771929825,0.286669925827248,0.642615694993412,0.593547619047619,0.576992753623188,0.579538865138585,0.708238636363636
0.002,60,10,6,0.658865914786967,0.296545149176705,0.647161149538867,0.603416040100251,0.576992753623188,0.583201868801589,0.717329545454546
0.005,60,10,6,0.67312030075188,0.316015113351707,0.655601531620553,0.626161138139466,0.551449275362319,0.580860183117859,0.759753787878788
0.01,60,10,6,0.67672305764411,0.318241843699509,0.656177947957839,0.633420617909782,0.534420289855073,0.573002298806487,0.777935606060606
0.02,60,10,6,0.680294486215539,0.327692995182444,0.660711050724638,0.638940020992653,0.543297101449275,0.581602284786495,0.778125
5e-04,80,10,6,0.669736842105263,0.316038051512655,0.65736783596838,0.609082450116933,0.582065217391304,0.592279547243674,0.732670454545455
0.001,80,10,6,0.669736842105263,0.316038051512655,0.65736783596838,0.609082450116933,0.582065217391304,0.592279547243674,0.732670454545455
0.002,80,10,6,0.669736842105263,0.316038051512655,0.65736783596838,0.609082450116933,0.582065217391304,0.592279547243674,0.732670454545455
0.005,80,10,6,0.669705513784461,0.304477764815536,0.649075675230567,0.628191184519785,0.526086956521739,0.566218096908084,0.772064393939394
0.01,80,10,6,0.669768170426065,0.300801437814436,0.646712368247694,0.631690430371972,0.509239130434783,0.556939167202325,0.784185606060606
0.02,80,10,6,0.669768170426065,0.303258066898412,0.648029891304348,0.631366921577448,0.517934782608696,0.562292647055805,0.778125
5e-04,40,20,6,0.675062656641604,0.325207378486293,0.661005434782609,0.626889324761178,0.574094202898551,0.591671669896073,0.747916666666667
0.001,40,20,6,0.675062656641604,0.325207378486293,0.661005434782609,0.626889324761178,0.574094202898551,0.591671669896073,0.747916666666667
